,security,conformity,tradition,benevolence,universalism,self-direction,stimulation,hedonism,achievement,power,song_id
0,0.0821553021669387,0.0707766413688659,0.081725925207138,0.1085873991250991,0.0919427052140235,0.103324294090271,0.076424703001976,0.1062623560428619,0.0776182189583778,0.0833794623613357,4116102
1,0.0660753846168518,0.0660589486360549,0.0751912295818328,0.0895750522613525,0.0766732171177864,0.0886635407805442,0.0801466107368469,0.0984942317008972,0.0753898620605468,0.0759428292512893,80257632
2,0.0764671936631202,0.0636800825595855,0.0801264643669128,0.1018236130475997,0.0869868099689483,0.1027852073311805,0.0702322423458099,0.1103405877947807,0.064479261636734,0.0711767002940177,2241308
3,-0.0036020909499825,0.0561833062129041,0.1049187610252327,0.0511494925129872,0.0556978867574735,0.0712481619648656,0.1186168004985552,0.1250683355646602,0.0136374791755642,0.018845838939798,204336669
4,0.0800702422857284,0.0671049803495407,0.0865875259041786,0.0997792929410934,0.0894451588392257,0.0965559333562851,0.0684794187545776,0.0992916524410247,0.0753526240587234,0.0812339484691619,34952275
5,0.0432906001806259,0.0622404590249061,0.0461117140948772,0.0454196073114872,0.0553700402379035,0.0532944984734058,0.0555849336087703,0.0546000823378562,0.0456019304692745,0.0488342009484767,17390586
6,0.0776367038488388,0.0676876604557037,0.089320421218872,0.1112173348665237,0.0948384702205658,0.1029050052165985,0.0755070000886917,0.1084919050335884,0.0829570889472961,0.0765557736158371,9223300
7,0.0768913999199867,0.0694781839847564,0.0908501595258712,0.1013366356492042,0.075781337916851,0.0609711892902851,0.0440524034202098,0.1034786477684974,0.0013371128588914,0.0487987846136093,149782763
8,0.0056797922588884,0.0392497330904006,0.075911097228527,0.0581259466707706,0.0438410639762878,0.0410613156855106,0.092035949230194,0.0901692286133766,0.0022415714338421,0.0389961004257202,99962781
9,0.0509774051606655,0.0508033968508243,0.0736490190029144,0.0670910701155662,0.0547425597906112,0.0591010451316833,0.0611871555447578,0.0808943286538124,0.0323031023144722,0.0626077651977539,136930153
10,0.0634196259296237,0.0636768799292027,0.0969407557108789,0.0966814809826193,0.0677957696940533,0.0687089189081208,0.0962009799384607,0.0985637026048094,0.0212864486673463,0.0331375215193954,85912872
11,0.0839631557464599,0.0629751831293106,0.084438607096672,0.0978249758481979,0.0879938155412674,0.0923194587230682,0.0590860582888126,0.0946462899446487,0.091144174337387,0.0857424661517143,57005765
12,0.0749046206474304,0.0580489635467529,0.084969475865364,0.101905420422554,0.0866745561361312,0.0976888909935951,0.0708069801330566,0.1050809621810913,0.0892843008041381,0.075159266591072,99567690
