,security,conformity,tradition,benevolence,universalism,self-direction,stimulation,hedonism,achievement,power,song_id
0,0.0183311514556407,-0.0046947747468948,-0.0398101508617401,-0.0139957666397094,-0.0274914763867855,-0.0105488346889615,-0.0024229730479419,-0.0592661747191027,-0.0554118901491165,0.0199426058679819,4116102
1,-0.0404578000307083,-0.0481678582727909,0.0177211947739124,-0.0323405750095844,-0.0336709469556808,-0.0454800836741924,0.0491340868175029,-0.0613606504397206,-0.0667963624000549,-0.0328020751476287,80257632
2,-0.0341192334890365,-0.0235059801489114,0.0007165842689573,-0.0015978510491549,-0.0168415196239948,-0.0020367782562971,0.0755542293190956,-0.0477515069536551,-0.0418033376336097,-0.0094870654866099,2241308
3,0.0015318887308239,-0.0479383468627929,-0.0274504460394382,0.0082946261391043,-0.0208358466625213,0.0002197779249399,-0.0053398665040731,-0.0453177142977684,-0.037052821367979,0.0174175165593624,204336669
4,-0.0691887734491522,0.0167587415079117,0.1180829773294533,-0.0258255802419774,-0.0166939449691607,-0.047808384247567,0.1048555371658545,0.0643975549213176,0.0211490571536942,-0.0997944921112015,34952275
5,-0.0259304568171501,-0.0041708010248839,-0.0185914915055036,-0.0112045602872967,-0.0105826715007424,-0.0051186066120862,-0.0009969992097467,-0.0165570899583904,-0.0090587642043828,0.006298447959125,17390586
6,-0.0101605923846364,-0.0218724329024553,-0.0206939410418272,-0.0246350187808275,-0.0173969529569149,-0.0214635320007801,0.0055787423625588,-0.0131608892755662,-0.0138397365808486,-0.0399890355765819,9223300
7,0.0102631747722625,-0.1057352051138877,0.0115411840379238,-0.0382214859127998,-0.0400987230241298,-0.0789265483617782,-0.0283489078283309,-0.0959009323739122,-0.0963130369782447,-0.0461274236440658,149782763
8,0.0081274937838315,0.0500396974384784,0.1212908923625946,0.0038240097928792,0.0006379503756761,-0.0042199213057756,0.046982318162918,0.1400297919316522,-0.0603630430996418,0.0522269643843174,99962781
9,0.0211005173623561,0.0035755950957536,0.0379977002739906,0.0097205089405179,0.0040415846742689,0.0173044092953205,-0.0115063898265361,0.0380662600706565,-0.0116996625438332,0.0315689332783222,136930153
10,-0.0162243135273456,-0.0053031989373266,-0.0459765493869781,-0.0063342424109578,-0.0266927927732467,-0.0021547805517911,-0.0023784060031175,-0.0331414797576799,-0.0444181933999061,0.0036763206589967,85912872
11,-0.0043504393227765,-0.0898474073914119,0.0421618850647133,-0.0047211939930864,-0.0401218372709208,-0.0636878842293026,-0.1251819623875123,-0.1469678578925454,-0.1906845296914277,-0.0089262648302893,57005765
