,security,conformity,tradition,benevolence,universalism,self-direction,stimulation,hedonism,achievement,power,song_id
0,-0.0096956752240657,-0.0067944917827844,-0.0251143481582403,-0.0048180161975324,-0.0065087638795375,1.713307574391365e-05,0.0190644208341836,-0.0057103190018388,-0.0103632481768727,0.0069322884082794,4116102
1,-0.0152744892984628,-0.0099469441920518,-0.0265555866062641,-0.0047710165381431,-0.0031641465611755,-0.0019963306840509,0.0354606322944164,-0.0065589764725144,-0.0053444635123014,-0.0002806773409247,80257632
2,-0.0272127781063318,-0.0226690247654914,-0.0294673442840576,-0.0028206882998347,-0.0048390831798315,0.0001973896287381,0.0522396489977836,-0.014951152650738,0.0055529782548546,0.0058274907059967,2241308
3,4.881410859525204e-05,-0.0360386185348033,-0.0138890706002712,0.0044344426132738,-0.0058329701423645,0.0048320111818611,-0.0106765516102314,0.0037660085458587,-0.015486029908061,0.0235353782773017,204336669
4,0.0256266670280675,0.0026945830035552,0.0205235778058313,-0.0015711460692454,-0.0001481686668191,-0.0037686197809038,-0.0119031890804482,0.0387282994640987,-0.0225620717156574,0.0040381427508294,34952275
5,-0.0189986359328031,-0.0089320139959454,-0.020089466124773,-0.0062661138363182,-0.0082901371642947,-0.0048846225254237,0.016670124605298,-0.0097715839544408,-0.002110403496772,0.0027866009622812,17390586
6,-0.0070393667556345,0.0078782122582197,-0.0083142472431063,-0.0080482875928282,-0.0031547704711556,-0.0031112746801227,0.009017321281135,-0.0119780875089912,-0.009484713897109,0.0006744116544723,9223300
7,0.0271394550800323,0.0244664624333381,-0.0152192022651433,-0.006096402183175,0.0016970727592706,-0.0056022396311163,-0.0238640382885932,0.0013122787143576,-0.0422222875058651,-0.0137870479375123,149782763
8,0.0201927404850721,0.0117020895704627,0.0244529619812965,0.0055784289725124,0.0043646055273711,0.007972190156579,0.0047803344205021,0.0258556973936851,-0.0270035415887832,0.0505050644278526,99962781
9,-0.0003368044272065,0.010829928331077,-0.0050014434382319,-0.0001570420572534,-0.0043961480259895,0.0037111623678356,-0.007357785012573,-0.0089299393490736,-0.0046830605715513,0.0067643034271895,136930153
10,-0.0166276004165411,-0.0097409896552562,-0.0145776569843292,-0.0049471273086965,-0.0075221601873636,-0.0014081186382099,0.0190171487629413,-0.0051542185333165,0.0068371351808309,0.007660798728466,85912872
11,-0.0025971263257802,-0.003540459275602,-0.0051480393290361,0.0047559896391944,0.0081019635594014,0.0051437540251755,-0.0574521917938358,-0.0245926861415209,0.0066409918184918,0.0083032589974256,57005765
12,0.0271394550800323,0.0244664624333381,-0.0152192022651433,-0.006096402183175,0.0016970727592706,-0.0056022396311163,-0.0238640382885932,0.0013122787143576,-0.0422222875058651,-0.0137870479375123,99567690
