,security,conformity,tradition,benevolence,universalism,self-direction,stimulation,hedonism,achievement,power,song_id
0,0.0066129337064921,-0.0022460930049419,0.0002885878784582,0.0081234229728579,0.0012463893508538,0.0087831998243927,0.0084101539105176,-0.0189276169985532,0.0108291143551468,0.0274278726428747,4116102
1,0.0028445948846638,-0.0150712085887789,0.0324906632304191,0.0157189723104238,0.0097649144008755,0.0128850033506751,0.0495684295892715,-0.018130974844098,0.0431273505091667,0.0151525866240262,80257632
2,-0.0047461250796914,-0.0213228706270456,0.0206950176507234,0.0085965553298592,-9.375344961881638e-05,0.0133736059069633,0.0422580167651176,-0.029059424996376,0.0260307230055332,0.0167802013456821,2241308
3,0.0163165256381034,-0.0340892188251018,-0.0056223878636956,0.0067583210766315,-0.0058901440352201,0.0053624003194272,-0.0110035575926303,-0.0271986667066812,-0.0156622156500816,0.0184768307954072,204336669
4,-0.0609167945027617,-0.028584144140771,-0.0399372030255966,-0.0277191027718539,-0.0254317627093484,-0.0279971810536301,-0.0129743643434005,0.0729124571087511,-0.0494631010824985,-0.0073165430906814,34952275
5,-0.0160743929445743,0.004023368936032,-0.0125005925074219,-0.0073681971989572,-0.0085710790008306,-0.0056984396651387,-0.0002305415691807,-0.0103594213724136,0.0047076269984245,-0.0011836469639092,17390586
6,-0.0100738108158111,-0.00557167455554,0.0162225645035505,-0.0077460738830268,-0.0040785921737551,-0.0038557089865207,0.0055464534088969,-0.026289414614439,0.0126242097467184,0.0038656678516417,9223300
7,0.0364231988787651,-0.0010815821588039,0.0441064164042472,0.0328263379633426,0.0233519356697797,0.0190093871206045,0.0354966148734092,-0.0272730216383934,0.0362279862165451,0.0259055010974407,149782763
8,0.0373979993164539,-0.0225263833999633,0.0336670950055122,0.0100294724106788,0.0078981760889291,0.0131767224520444,-0.0073863375000655,-0.0085739623755216,-0.00933422986418,0.0427769571542739,99962781
9,0.0084823183715343,0.0005711424164474,0.010961452499032,0.0040113301947712,-0.0025456612929701,0.0073252669535577,0.0029510306194424,-0.0192677937448024,0.0079334340989589,0.0159558225423097,136930153
10,-0.0175258107483387,-0.0079379184171557,0.0006692714523524,-0.0032885051332414,-0.0106376819312572,0.002618218306452,-0.0217607207596302,-0.0027157580479979,0.0228095985949039,0.0054256226867437,85912872
11,-0.0133132070373088,-0.0057595608154298,-0.0076340437342747,-0.0007124888250538,-0.0094978502139049,0.0042284431887196,0.0269017942413707,-0.0101621928587411,0.0037751431379913,0.0107314603832145,57005765
12,0.0364231988787651,-0.0010815821588039,0.0441064164042472,0.0328263379633426,0.0233519356697797,0.0190093871206045,0.0354966148734092,-0.0272730216383934,0.0362279862165451,0.0259055010974407,99567690
13,0.0616589561104774,-0.0336525849997997,-0.017875537276268,0.0421208143234252,0.0085953967645764,0.0401689745485782,-0.0110749658197164,0.022840866819024,-0.0265032388269901,0.0760618075728416,151085454
14,0.0236685276031494,-0.0063954722136259,0.0396942310035228,0.026328194886446,0.0181909725069999,0.01668306812644,0.0408417247235775,-0.0238004643470048,0.0388486869633197,0.0218210648745298,134245347
15,-0.0209359638392925,-0.0010827439837157,0.023531125858426,-0.0059601138345897,0.0017822993686422,0.0057731149718165,0.0405406504869461,0.0121265780180692,0.0529982149600982,0.0046775871887803,16074172
16,-0.0028447560034692,0.0272766388952732,0.0110226459801197,-0.0039084097370505,0.0017879900988191,0.007484994828701,-0.0151960095390677,-0.0082452185451984,0.0325580090284347,0.0117130754515528,61210999
17,0.0058136908337473,-0.0180708114057779,0.0018787994049489,0.0068613598123192,-0.0003934146370738,0.0034235096536576,-0.0204339455813169,-0.0502133853733539,-0.0135324504226446,0.0045742783695459,102814436
